,Date,Index Name,Value,Name
7211,2019-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.0,CPI
5076,2019-08-01,MISCELLANEOUS GOODS AND SERVICES,104.1,CPIH
8919,2019-08-01,RECREATION & CULTURE,107.3,CPI
8492,2019-08-01,COMMUNICATION,110.2,CPI
4222,2019-08-01,EDUCATION,114.4,CPIH
9346,2019-08-01,EDUCATION,114.4,CPI
10200,2019-08-01,MISCELLANEOUS GOODS AND SERVICES,104.1,CPI
3368,2019-08-01,COMMUNICATION,110.2,CPIH
2087,2019-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.0,CPIH
5930,2019-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.6,CPI
6357,2019-08-01,CLOTHING AND FOOTWEAR,101.0,CPI
807,2019-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.5,CPIH
2088,2019-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.2,CPIH
7212,2019-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.2,CPI
3369,2019-09-01,COMMUNICATION,110.9,CPIH
5931,2019-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.5,CPI
380,2019-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.5,CPIH
8493,2019-09-01,COMMUNICATION,111.0,CPI
2942,2019-09-01,TRANSPORT,111.9,CPIH
10201,2019-09-01,MISCELLANEOUS GOODS AND SERVICES,104.4,CPI
8920,2019-09-01,RECREATION & CULTURE,107.9,CPI
2515,2019-09-01,HEALTH,111.0,CPIH
4650,2019-09-01,"HOTELS, CAFES AND RESTAURANTS",112.8,CPIH
7639,2019-09-01,HEALTH,110.9,CPI
3796,2019-09-01,RECREATION & CULTURE,107.7,CPIH
9347,2019-09-01,EDUCATION,115.6,CPI
6785,2019-09-01,"Housing, water, electricity, gas and other fuels",108.1,CPI
8066,2019-09-01,TRANSPORT,111.5,CPI
5077,2019-09-01,MISCELLANEOUS GOODS AND SERVICES,104.4,CPIH
5504,2019-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.5,CPI
1234,2019-09-01,CLOTHING AND FOOTWEAR,103.9,CPIH
9774,2019-09-01,"HOTELS, CAFES AND RESTAURANTS",112.8,CPI
6358,2019-09-01,CLOTHING AND FOOTWEAR,103.9,CPI
4223,2019-09-01,EDUCATION,115.6,CPIH
1661,2019-09-01,"HOUSING, WATER AND FUELS",107.2,CPIH
808,2019-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.9,CPIH
3370,2019-10-01,COMMUNICATION,111.0,CPIH
2089,2019-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.0,CPIH
1235,2019-10-01,CLOTHING AND FOOTWEAR,104.9,CPIH
5505,2019-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,102.9,CPI
7640,2019-10-01,HEALTH,110.6,CPI
10202,2019-10-01,MISCELLANEOUS GOODS AND SERVICES,104.4,CPI
6359,2019-10-01,CLOTHING AND FOOTWEAR,105.0,CPI
7213,2019-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.0,CPI
8067,2019-10-01,TRANSPORT,111.3,CPI
3797,2019-10-01,RECREATION & CULTURE,108.1,CPIH
4224,2019-10-01,EDUCATION,117.5,CPIH
5078,2019-10-01,MISCELLANEOUS GOODS AND SERVICES,104.4,CPIH
4651,2019-10-01,"HOTELS, CAFES AND RESTAURANTS",112.5,CPIH
2516,2019-10-01,HEALTH,110.6,CPIH
1662,2019-10-01,"HOUSING, WATER AND FUELS",106.1,CPIH
8921,2019-10-01,RECREATION & CULTURE,108.3,CPI
8494,2019-10-01,COMMUNICATION,111.0,CPI
9348,2019-10-01,EDUCATION,117.5,CPI
9775,2019-10-01,"HOTELS, CAFES AND RESTAURANTS",112.5,CPI
2943,2019-10-01,TRANSPORT,111.7,CPIH
6786,2019-10-01,"Housing, water, electricity, gas and other fuels",107.7,CPI
5932,2019-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.9,CPI
381,2019-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,102.8,CPIH
4225,2019-11-01,EDUCATION,117.5,CPIH
6787,2019-11-01,"Housing, water, electricity, gas and other fuels",107.8,CPI
1663,2019-11-01,"HOUSING, WATER AND FUELS",106.2,CPIH
7641,2019-11-01,HEALTH,110.9,CPI
3371,2019-11-01,COMMUNICATION,111.0,CPIH
1236,2019-11-01,CLOTHING AND FOOTWEAR,106.0,CPIH
382,2019-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.7,CPIH
8922,2019-11-01,RECREATION & CULTURE,108.8,CPI
10203,2019-11-01,MISCELLANEOUS GOODS AND SERVICES,104.7,CPI
7214,2019-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.5,CPI
8068,2019-11-01,TRANSPORT,111.0,CPI
5506,2019-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.8,CPI
5079,2019-11-01,MISCELLANEOUS GOODS AND SERVICES,104.7,CPIH
9776,2019-11-01,"HOTELS, CAFES AND RESTAURANTS",112.3,CPI
6360,2019-11-01,CLOTHING AND FOOTWEAR,106.0,CPI
2517,2019-11-01,HEALTH,111.0,CPIH
4652,2019-11-01,"HOTELS, CAFES AND RESTAURANTS",112.3,CPIH
2944,2019-11-01,TRANSPORT,111.4,CPIH
5933,2019-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.6,CPI
9349,2019-11-01,EDUCATION,117.5,CPI
2090,2019-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.5,CPIH
8495,2019-11-01,COMMUNICATION,111.0,CPI
809,2019-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",114.7,CPIH
3798,2019-11-01,RECREATION & CULTURE,108.6,CPIH
10204,2019-12-01,MISCELLANEOUS GOODS AND SERVICES,104.6,CPI
8923,2019-12-01,RECREATION & CULTURE,108.5,CPI
5507,2019-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.3,CPI
4653,2019-12-01,"HOTELS, CAFES AND RESTAURANTS",111.8,CPIH
383,2019-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.3,CPIH
1237,2019-12-01,CLOTHING AND FOOTWEAR,104.0,CPIH
6361,2019-12-01,CLOTHING AND FOOTWEAR,104.1,CPI
3799,2019-12-01,RECREATION & CULTURE,108.4,CPIH
2518,2019-12-01,HEALTH,111.0,CPIH
1664,2019-12-01,"HOUSING, WATER AND FUELS",106.2,CPIH
9350,2019-12-01,EDUCATION,117.5,CPI
3372,2019-12-01,COMMUNICATION,111.9,CPIH
4226,2019-12-01,EDUCATION,117.5,CPIH
6788,2019-12-01,"Housing, water, electricity, gas and other fuels",107.9,CPI
5934,2019-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",113.0,CPI
8069,2019-12-01,TRANSPORT,111.7,CPI
810,2019-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",113.1,CPIH
2945,2019-12-01,TRANSPORT,112.1,CPIH
9777,2019-12-01,"HOTELS, CAFES AND RESTAURANTS",111.8,CPI
5080,2019-12-01,MISCELLANEOUS GOODS AND SERVICES,104.7,CPIH
8496,2019-12-01,COMMUNICATION,112.0,CPI
7642,2019-12-01,HEALTH,110.9,CPI
7215,2019-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.9,CPI
2091,2019-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.9,CPIH
6789,2020-01-01,"Housing, water, electricity, gas and other fuels",108.0,CPI
3373,2020-01-01,COMMUNICATION,112.1,CPIH
6362,2020-01-01,CLOTHING AND FOOTWEAR,100.7,CPI
1665,2020-01-01,"HOUSING, WATER AND FUELS",106.3,CPIH
2519,2020-01-01,HEALTH,111.7,CPIH
7643,2020-01-01,HEALTH,111.6,CPI
811,2020-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",115.7,CPIH
7216,2020-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",103.6,CPI
10205,2020-01-01,MISCELLANEOUS GOODS AND SERVICES,105.0,CPI
8070,2020-01-01,TRANSPORT,111.5,CPI
4654,2020-01-01,"HOTELS, CAFES AND RESTAURANTS",111.7,CPIH
5508,2020-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.2,CPI
3800,2020-01-01,RECREATION & CULTURE,108.3,CPIH
5081,2020-01-01,MISCELLANEOUS GOODS AND SERVICES,105.0,CPIH
9778,2020-01-01,"HOTELS, CAFES AND RESTAURANTS",111.7,CPI
2946,2020-01-01,TRANSPORT,112.0,CPIH
9351,2020-01-01,EDUCATION,117.5,CPI
2092,2020-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",103.5,CPIH
384,2020-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.1,CPIH
5935,2020-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",115.7,CPI
8924,2020-01-01,RECREATION & CULTURE,108.4,CPI
4227,2020-01-01,EDUCATION,117.5,CPIH
1238,2020-01-01,CLOTHING AND FOOTWEAR,100.6,CPIH
8497,2020-01-01,COMMUNICATION,112.1,CPI
5509,2020-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.4,CPI
6363,2020-02-01,CLOTHING AND FOOTWEAR,101.6,CPI
2947,2020-02-01,TRANSPORT,112.4,CPIH
4228,2020-02-01,EDUCATION,117.5,CPIH
2093,2020-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.3,CPIH
9779,2020-02-01,"HOTELS, CAFES AND RESTAURANTS",112.3,CPI
8071,2020-02-01,TRANSPORT,112.0,CPI
10206,2020-02-01,MISCELLANEOUS GOODS AND SERVICES,105.3,CPI
5082,2020-02-01,MISCELLANEOUS GOODS AND SERVICES,105.4,CPIH
7217,2020-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.4,CPI
8925,2020-02-01,RECREATION & CULTURE,108.8,CPI
6790,2020-02-01,"Housing, water, electricity, gas and other fuels",108.0,CPI
7644,2020-02-01,HEALTH,112.1,CPI
3801,2020-02-01,RECREATION & CULTURE,108.7,CPIH
4655,2020-02-01,"HOTELS, CAFES AND RESTAURANTS",112.3,CPIH
9352,2020-02-01,EDUCATION,117.5,CPI
812,2020-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",115.8,CPIH
1666,2020-02-01,"HOUSING, WATER AND FUELS",106.2,CPIH
2520,2020-02-01,HEALTH,112.1,CPIH
8498,2020-02-01,COMMUNICATION,112.4,CPI
3374,2020-02-01,COMMUNICATION,112.4,CPIH
5936,2020-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",115.7,CPI
1239,2020-02-01,CLOTHING AND FOOTWEAR,101.5,CPIH
385,2020-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.3,CPIH
8072,2020-03-01,TRANSPORT,111.4,CPI
386,2020-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.5,CPIH
7218,2020-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.4,CPI
1667,2020-03-01,"HOUSING, WATER AND FUELS",106.2,CPIH
6791,2020-03-01,"Housing, water, electricity, gas and other fuels",108.0,CPI
3375,2020-03-01,COMMUNICATION,113.1,CPIH
8499,2020-03-01,COMMUNICATION,113.1,CPI
3802,2020-03-01,RECREATION & CULTURE,108.9,CPIH
2094,2020-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.4,CPIH
4656,2020-03-01,"HOTELS, CAFES AND RESTAURANTS",112.4,CPIH
5937,2020-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.2,CPI
9780,2020-03-01,"HOTELS, CAFES AND RESTAURANTS",112.4,CPI
4229,2020-03-01,EDUCATION,117.5,CPIH
5083,2020-03-01,MISCELLANEOUS GOODS AND SERVICES,105.6,CPIH
10207,2020-03-01,MISCELLANEOUS GOODS AND SERVICES,105.6,CPI
7645,2020-03-01,HEALTH,112.5,CPI
6364,2020-03-01,CLOTHING AND FOOTWEAR,101.2,CPI
813,2020-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.2,CPIH
1240,2020-03-01,CLOTHING AND FOOTWEAR,101.2,CPIH
2948,2020-03-01,TRANSPORT,111.8,CPIH
9353,2020-03-01,EDUCATION,117.5,CPI
2521,2020-03-01,HEALTH,112.6,CPIH
8926,2020-03-01,RECREATION & CULTURE,108.9,CPI
5510,2020-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.6,CPI
5511,2020-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.4,CPI
8927,2020-04-01,RECREATION & CULTURE,109.4,CPI
7219,2020-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",103.8,CPI
5084,2020-04-01,MISCELLANEOUS GOODS AND SERVICES,104.7,CPIH
10208,2020-04-01,MISCELLANEOUS GOODS AND SERVICES,104.8,CPI
4657,2020-04-01,"HOTELS, CAFES AND RESTAURANTS",113.2,CPIH
387,2020-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.2,CPIH
1241,2020-04-01,CLOTHING AND FOOTWEAR,99.5,CPIH
6792,2020-04-01,"Housing, water, electricity, gas and other fuels",108.2,CPI
5938,2020-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPI
2095,2020-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",103.7,CPIH
3376,2020-04-01,COMMUNICATION,113.6,CPIH
9354,2020-04-01,EDUCATION,117.5,CPI
7646,2020-04-01,HEALTH,112.4,CPI
1668,2020-04-01,"HOUSING, WATER AND FUELS",105.7,CPIH
2949,2020-04-01,TRANSPORT,111.8,CPIH
8500,2020-04-01,COMMUNICATION,113.7,CPI
9781,2020-04-01,"HOTELS, CAFES AND RESTAURANTS",113.1,CPI
8073,2020-04-01,TRANSPORT,111.4,CPI
814,2020-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPIH
2522,2020-04-01,HEALTH,112.4,CPIH
4230,2020-04-01,EDUCATION,117.5,CPIH
3803,2020-04-01,RECREATION & CULTURE,109.3,CPIH
6365,2020-04-01,CLOTHING AND FOOTWEAR,99.8,CPI
2523,2020-05-01,HEALTH,110.9,CPIH
8074,2020-05-01,TRANSPORT,110.3,CPI
9355,2020-05-01,EDUCATION,117.5,CPI
388,2020-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.8,CPIH
5085,2020-05-01,MISCELLANEOUS GOODS AND SERVICES,104.9,CPIH
3804,2020-05-01,RECREATION & CULTURE,109.2,CPIH
9782,2020-05-01,"HOTELS, CAFES AND RESTAURANTS",113.6,CPI
5939,2020-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.3,CPI
7220,2020-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",104.5,CPI
4658,2020-05-01,"HOTELS, CAFES AND RESTAURANTS",113.6,CPIH
2096,2020-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",104.4,CPIH
7647,2020-05-01,HEALTH,110.9,CPI
1669,2020-05-01,"HOUSING, WATER AND FUELS",105.8,CPIH
3377,2020-05-01,COMMUNICATION,114.2,CPIH
2950,2020-05-01,TRANSPORT,110.6,CPIH
815,2020-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.4,CPIH
6366,2020-05-01,CLOTHING AND FOOTWEAR,100.0,CPI
1242,2020-05-01,CLOTHING AND FOOTWEAR,99.8,CPIH
5512,2020-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,105.0,CPI
4231,2020-05-01,EDUCATION,117.5,CPIH
6793,2020-05-01,"Housing, water, electricity, gas and other fuels",108.3,CPI
8501,2020-05-01,COMMUNICATION,114.3,CPI
10209,2020-05-01,MISCELLANEOUS GOODS AND SERVICES,104.9,CPI
8928,2020-05-01,RECREATION & CULTURE,109.2,CPI
3805,2020-06-01,RECREATION & CULTURE,109.5,CPIH
5086,2020-06-01,MISCELLANEOUS GOODS AND SERVICES,104.9,CPIH
9356,2020-06-01,EDUCATION,117.5,CPI
2951,2020-06-01,TRANSPORT,111.2,CPIH
7648,2020-06-01,HEALTH,112.8,CPI
4659,2020-06-01,"HOTELS, CAFES AND RESTAURANTS",113.3,CPIH
10210,2020-06-01,MISCELLANEOUS GOODS AND SERVICES,105.0,CPI
1670,2020-06-01,"HOUSING, WATER AND FUELS",105.9,CPIH
5940,2020-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPI
3378,2020-06-01,COMMUNICATION,114.2,CPIH
7221,2020-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.4,CPI
6794,2020-06-01,"Housing, water, electricity, gas and other fuels",108.4,CPI
8502,2020-06-01,COMMUNICATION,114.3,CPI
8929,2020-06-01,RECREATION & CULTURE,109.5,CPI
1243,2020-06-01,CLOTHING AND FOOTWEAR,99.7,CPIH
2524,2020-06-01,HEALTH,112.7,CPIH
9783,2020-06-01,"HOTELS, CAFES AND RESTAURANTS",113.2,CPI
4232,2020-06-01,EDUCATION,117.5,CPIH
389,2020-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.2,CPIH
6367,2020-06-01,CLOTHING AND FOOTWEAR,99.9,CPI
5513,2020-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.4,CPI
8075,2020-06-01,TRANSPORT,110.8,CPI
816,2020-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.1,CPIH
2097,2020-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.3,CPIH
2952,2020-07-01,TRANSPORT,112.6,CPIH
5087,2020-07-01,MISCELLANEOUS GOODS AND SERVICES,104.9,CPIH
5514,2020-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.1,CPI
390,2020-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.9,CPIH
9784,2020-07-01,"HOTELS, CAFES AND RESTAURANTS",114.1,CPI
10211,2020-07-01,MISCELLANEOUS GOODS AND SERVICES,105.0,CPI
4233,2020-07-01,EDUCATION,117.5,CPIH
8503,2020-07-01,COMMUNICATION,114.8,CPI
3379,2020-07-01,COMMUNICATION,114.7,CPIH
6795,2020-07-01,"Housing, water, electricity, gas and other fuels",108.6,CPI
7649,2020-07-01,HEALTH,113.9,CPI
4660,2020-07-01,"HOTELS, CAFES AND RESTAURANTS",114.2,CPIH
7222,2020-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.0,CPI
2098,2020-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",104.9,CPIH
817,2020-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.5,CPIH
1244,2020-07-01,CLOTHING AND FOOTWEAR,99.0,CPIH
3806,2020-07-01,RECREATION & CULTURE,110.6,CPIH
1671,2020-07-01,"HOUSING, WATER AND FUELS",106.2,CPIH
6368,2020-07-01,CLOTHING AND FOOTWEAR,99.2,CPI
8076,2020-07-01,TRANSPORT,112.3,CPI
2525,2020-07-01,HEALTH,114.0,CPIH
5941,2020-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.5,CPI
9357,2020-07-01,EDUCATION,117.5,CPI
8930,2020-07-01,RECREATION & CULTURE,110.7,CPI
2099,2020-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.5,CPIH
8931,2020-08-01,RECREATION & CULTURE,110.2,CPI
7650,2020-08-01,HEALTH,113.3,CPI
8077,2020-08-01,TRANSPORT,113.5,CPI
4234,2020-08-01,EDUCATION,117.5,CPIH
391,2020-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.1,CPIH
3380,2020-08-01,COMMUNICATION,114.7,CPIH
818,2020-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.9,CPIH
5088,2020-08-01,MISCELLANEOUS GOODS AND SERVICES,105.1,CPIH
1245,2020-08-01,CLOTHING AND FOOTWEAR,99.5,CPIH
8504,2020-08-01,COMMUNICATION,114.8,CPI
2953,2020-08-01,TRANSPORT,113.8,CPIH
9785,2020-08-01,"HOTELS, CAFES AND RESTAURANTS",108.8,CPI
5515,2020-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,104.2,CPI
6796,2020-08-01,"Housing, water, electricity, gas and other fuels",108.7,CPI
4661,2020-08-01,"HOTELS, CAFES AND RESTAURANTS",108.8,CPIH
7223,2020-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.5,CPI
10212,2020-08-01,MISCELLANEOUS GOODS AND SERVICES,105.1,CPI
9358,2020-08-01,EDUCATION,117.5,CPI
1672,2020-08-01,"HOUSING, WATER AND FUELS",106.3,CPIH
6369,2020-08-01,CLOTHING AND FOOTWEAR,99.6,CPI
3807,2020-08-01,RECREATION & CULTURE,110.1,CPIH
5942,2020-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.8,CPI
2526,2020-08-01,HEALTH,113.4,CPIH
2100,2020-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.6,CPIH
8078,2020-09-01,TRANSPORT,112.7,CPI
6370,2020-09-01,CLOTHING AND FOOTWEAR,102.5,CPI
10213,2020-09-01,MISCELLANEOUS GOODS AND SERVICES,105.2,CPI
3381,2020-09-01,COMMUNICATION,114.7,CPIH
5943,2020-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.9,CPI
2954,2020-09-01,TRANSPORT,113.0,CPIH
9359,2020-09-01,EDUCATION,117.9,CPI
7651,2020-09-01,HEALTH,113.3,CPI
3808,2020-09-01,RECREATION & CULTURE,110.3,CPIH
8505,2020-09-01,COMMUNICATION,114.7,CPI
1246,2020-09-01,CLOTHING AND FOOTWEAR,102.4,CPIH
6797,2020-09-01,"Housing, water, electricity, gas and other fuels",108.8,CPI
9786,2020-09-01,"HOTELS, CAFES AND RESTAURANTS",112.0,CPI
5516,2020-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.5,CPI
4662,2020-09-01,"HOTELS, CAFES AND RESTAURANTS",112.1,CPIH
1673,2020-09-01,"HOUSING, WATER AND FUELS",106.3,CPIH
7224,2020-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.7,CPI
4235,2020-09-01,EDUCATION,117.9,CPIH
5089,2020-09-01,MISCELLANEOUS GOODS AND SERVICES,105.1,CPIH
8932,2020-09-01,RECREATION & CULTURE,110.4,CPI
392,2020-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.4,CPIH
2527,2020-09-01,HEALTH,113.3,CPIH
819,2020-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPIH
4663,2020-10-01,"HOTELS, CAFES AND RESTAURANTS",111.9,CPIH
3809,2020-10-01,RECREATION & CULTURE,110.3,CPIH
7225,2020-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.3,CPI
10214,2020-10-01,MISCELLANEOUS GOODS AND SERVICES,105.3,CPI
8079,2020-10-01,TRANSPORT,112.7,CPI
7652,2020-10-01,HEALTH,113.0,CPI
6798,2020-10-01,"Housing, water, electricity, gas and other fuels",108.3,CPI
6371,2020-10-01,CLOTHING AND FOOTWEAR,105.0,CPI
2528,2020-10-01,HEALTH,113.0,CPIH
1247,2020-10-01,CLOTHING AND FOOTWEAR,104.9,CPIH
8506,2020-10-01,COMMUNICATION,114.8,CPI
5944,2020-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.2,CPI
8933,2020-10-01,RECREATION & CULTURE,110.4,CPI
1674,2020-10-01,"HOUSING, WATER AND FUELS",104.7,CPIH
393,2020-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.4,CPIH
9787,2020-10-01,"HOTELS, CAFES AND RESTAURANTS",111.9,CPI
9360,2020-10-01,EDUCATION,120.0,CPI
820,2020-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.2,CPIH
2101,2020-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.2,CPIH
5090,2020-10-01,MISCELLANEOUS GOODS AND SERVICES,105.2,CPIH
2955,2020-10-01,TRANSPORT,113.1,CPIH
5517,2020-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.5,CPI
3382,2020-10-01,COMMUNICATION,114.7,CPIH
4236,2020-10-01,EDUCATION,120.0,CPIH
821,2020-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPIH
3383,2020-11-01,COMMUNICATION,114.8,CPIH
7653,2020-11-01,HEALTH,112.8,CPI
6799,2020-11-01,"Housing, water, electricity, gas and other fuels",108.4,CPI
1675,2020-11-01,"HOUSING, WATER AND FUELS",104.7,CPIH
1248,2020-11-01,CLOTHING AND FOOTWEAR,102.1,CPIH
8934,2020-11-01,RECREATION & CULTURE,110.7,CPI
394,2020-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.1,CPIH
8080,2020-11-01,TRANSPORT,112.1,CPI
2956,2020-11-01,TRANSPORT,112.5,CPIH
9361,2020-11-01,EDUCATION,120.0,CPI
9788,2020-11-01,"HOTELS, CAFES AND RESTAURANTS",112.8,CPI
3810,2020-11-01,RECREATION & CULTURE,110.7,CPIH
4237,2020-11-01,EDUCATION,120.0,CPIH
5945,2020-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",116.9,CPI
5518,2020-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,103.3,CPI
8507,2020-11-01,COMMUNICATION,114.9,CPI
7226,2020-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.3,CPI
6372,2020-11-01,CLOTHING AND FOOTWEAR,102.2,CPI
10215,2020-11-01,MISCELLANEOUS GOODS AND SERVICES,105.2,CPI
4664,2020-11-01,"HOTELS, CAFES AND RESTAURANTS",112.8,CPIH
2529,2020-11-01,HEALTH,112.9,CPIH
5091,2020-11-01,MISCELLANEOUS GOODS AND SERVICES,105.1,CPIH
2102,2020-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",105.2,CPIH
2103,2020-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.2,CPIH
8508,2020-12-01,COMMUNICATION,114.9,CPI
8081,2020-12-01,TRANSPORT,113.8,CPI
7654,2020-12-01,HEALTH,112.2,CPI
8935,2020-12-01,RECREATION & CULTURE,111.2,CPI
1249,2020-12-01,CLOTHING AND FOOTWEAR,102.2,CPIH
2957,2020-12-01,TRANSPORT,114.2,CPIH
3384,2020-12-01,COMMUNICATION,114.8,CPIH
5092,2020-12-01,MISCELLANEOUS GOODS AND SERVICES,105.2,CPIH
5519,2020-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,102.9,CPI
9362,2020-12-01,EDUCATION,120.0,CPI
9789,2020-12-01,"HOTELS, CAFES AND RESTAURANTS",111.9,CPI
3811,2020-12-01,RECREATION & CULTURE,111.2,CPIH
5946,2020-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",117.0,CPI
7227,2020-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",106.3,CPI
10216,2020-12-01,MISCELLANEOUS GOODS AND SERVICES,105.3,CPI
