,Date,Index Name,Value,Name
7324,1993-06-01,HEALTH,52.7,CPI
8178,1993-06-01,COMMUNICATION,114.9,CPI
6043,1993-06-01,CLOTHING AND FOOTWEAR,211.5,CPI
7751,1993-06-01,TRANSPORT,54.8,CPI
9886,1993-06-01,MISCELLANEOUS GOODS AND SERVICES,61.3,CPI
1773,1993-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.0,CPIH
2200,1993-06-01,HEALTH,53.1,CPIH
6897,1993-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.3,CPI
4762,1993-06-01,MISCELLANEOUS GOODS AND SERVICES,60.5,CPIH
6470,1993-06-01,"Housing, water, electricity, gas and other fuels",56.1,CPI
3908,1993-06-01,EDUCATION,20.3,CPIH
492,1993-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.5,CPIH
1346,1993-06-01,"HOUSING, WATER AND FUELS",46.0,CPIH
6044,1993-07-01,CLOTHING AND FOOTWEAR,203.7,CPI
3909,1993-07-01,EDUCATION,20.4,CPIH
1774,1993-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.6,CPIH
8606,1993-07-01,RECREATION & CULTURE,91.4,CPI
9460,1993-07-01,"HOTELS, CAFES AND RESTAURANTS",49.2,CPI
2628,1993-07-01,TRANSPORT,55.1,CPIH
4763,1993-07-01,MISCELLANEOUS GOODS AND SERVICES,60.7,CPIH
3055,1993-07-01,COMMUNICATION,117.5,CPIH
4336,1993-07-01,"HOTELS, CAFES AND RESTAURANTS",49.2,CPIH
6898,1993-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.0,CPI
2201,1993-07-01,HEALTH,52.8,CPIH
9033,1993-07-01,EDUCATION,20.4,CPI
9887,1993-07-01,MISCELLANEOUS GOODS AND SERVICES,61.5,CPI
8179,1993-07-01,COMMUNICATION,116.3,CPI
66,1993-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.2,CPIH
7752,1993-07-01,TRANSPORT,54.9,CPI
7325,1993-07-01,HEALTH,52.4,CPI
493,1993-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.4,CPIH
6471,1993-07-01,"Housing, water, electricity, gas and other fuels",56.1,CPI
3482,1993-07-01,RECREATION & CULTURE,91.9,CPIH
5617,1993-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.4,CPI
1347,1993-07-01,"HOUSING, WATER AND FUELS",46.0,CPIH
5190,1993-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.1,CPI
920,1993-07-01,CLOTHING AND FOOTWEAR,204.4,CPIH
921,1993-08-01,CLOTHING AND FOOTWEAR,207.0,CPIH
6045,1993-08-01,CLOTHING AND FOOTWEAR,206.3,CPI
67,1993-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.2,CPIH
4337,1993-08-01,"HOTELS, CAFES AND RESTAURANTS",49.3,CPIH
8607,1993-08-01,RECREATION & CULTURE,91.8,CPI
5191,1993-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.1,CPI
3483,1993-08-01,RECREATION & CULTURE,92.2,CPIH
5618,1993-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.6,CPI
9034,1993-08-01,EDUCATION,20.4,CPI
1348,1993-08-01,"HOUSING, WATER AND FUELS",46.0,CPIH
494,1993-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.7,CPIH
9888,1993-08-01,MISCELLANEOUS GOODS AND SERVICES,61.9,CPI
6899,1993-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.9,CPI
2629,1993-08-01,TRANSPORT,55.2,CPIH
7753,1993-08-01,TRANSPORT,55.0,CPI
7326,1993-08-01,HEALTH,52.7,CPI
1775,1993-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.5,CPIH
8180,1993-08-01,COMMUNICATION,116.5,CPI
9461,1993-08-01,"HOTELS, CAFES AND RESTAURANTS",49.3,CPI
6472,1993-08-01,"Housing, water, electricity, gas and other fuels",56.4,CPI
4764,1993-08-01,MISCELLANEOUS GOODS AND SERVICES,61.2,CPIH
2202,1993-08-01,HEALTH,53.1,CPIH
3056,1993-08-01,COMMUNICATION,117.7,CPIH
3910,1993-08-01,EDUCATION,20.4,CPIH
2203,1993-09-01,HEALTH,53.2,CPIH
5192,1993-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.9,CPI
7754,1993-09-01,TRANSPORT,55.1,CPI
8608,1993-09-01,RECREATION & CULTURE,91.9,CPI
9462,1993-09-01,"HOTELS, CAFES AND RESTAURANTS",49.5,CPI
8181,1993-09-01,COMMUNICATION,116.6,CPI
68,1993-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.0,CPIH
7327,1993-09-01,HEALTH,52.8,CPI
4338,1993-09-01,"HOTELS, CAFES AND RESTAURANTS",49.5,CPIH
3484,1993-09-01,RECREATION & CULTURE,92.4,CPIH
5619,1993-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.8,CPI
2630,1993-09-01,TRANSPORT,55.3,CPIH
3057,1993-09-01,COMMUNICATION,117.8,CPIH
9035,1993-09-01,EDUCATION,21.7,CPI
6046,1993-09-01,CLOTHING AND FOOTWEAR,213.8,CPI
6900,1993-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.3,CPI
922,1993-09-01,CLOTHING AND FOOTWEAR,214.6,CPIH
1349,1993-09-01,"HOUSING, WATER AND FUELS",46.1,CPIH
3911,1993-09-01,EDUCATION,21.7,CPIH
6473,1993-09-01,"Housing, water, electricity, gas and other fuels",56.4,CPI
1776,1993-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.9,CPIH
9889,1993-09-01,MISCELLANEOUS GOODS AND SERVICES,62.2,CPI
495,1993-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.9,CPIH
4765,1993-09-01,MISCELLANEOUS GOODS AND SERVICES,61.5,CPIH
9890,1993-10-01,MISCELLANEOUS GOODS AND SERVICES,62.2,CPI
3058,1993-10-01,COMMUNICATION,117.8,CPIH
3912,1993-10-01,EDUCATION,21.8,CPIH
5193,1993-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.3,CPI
496,1993-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.9,CPIH
7328,1993-10-01,HEALTH,52.7,CPI
6474,1993-10-01,"Housing, water, electricity, gas and other fuels",56.6,CPI
3485,1993-10-01,RECREATION & CULTURE,92.4,CPIH
5620,1993-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.9,CPI
4766,1993-10-01,MISCELLANEOUS GOODS AND SERVICES,61.5,CPIH
9036,1993-10-01,EDUCATION,21.8,CPI
6901,1993-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.2,CPI
1350,1993-10-01,"HOUSING, WATER AND FUELS",46.2,CPIH
69,1993-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.5,CPIH
1777,1993-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.8,CPIH
7755,1993-10-01,TRANSPORT,54.8,CPI
8182,1993-10-01,COMMUNICATION,116.6,CPI
4339,1993-10-01,"HOTELS, CAFES AND RESTAURANTS",49.6,CPIH
2631,1993-10-01,TRANSPORT,55.0,CPIH
8609,1993-10-01,RECREATION & CULTURE,91.9,CPI
6047,1993-10-01,CLOTHING AND FOOTWEAR,214.6,CPI
9463,1993-10-01,"HOTELS, CAFES AND RESTAURANTS",49.6,CPI
2204,1993-10-01,HEALTH,53.1,CPIH
923,1993-10-01,CLOTHING AND FOOTWEAR,215.4,CPIH
924,1993-11-01,CLOTHING AND FOOTWEAR,215.8,CPIH
4340,1993-11-01,"HOTELS, CAFES AND RESTAURANTS",49.7,CPIH
3486,1993-11-01,RECREATION & CULTURE,92.7,CPIH
5621,1993-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.6,CPI
6902,1993-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.5,CPI
4767,1993-11-01,MISCELLANEOUS GOODS AND SERVICES,61.6,CPIH
2632,1993-11-01,TRANSPORT,54.2,CPIH
3913,1993-11-01,EDUCATION,21.8,CPIH
9037,1993-11-01,EDUCATION,21.8,CPI
9891,1993-11-01,MISCELLANEOUS GOODS AND SERVICES,62.3,CPI
8183,1993-11-01,COMMUNICATION,117.0,CPI
2205,1993-11-01,HEALTH,55.8,CPIH
1351,1993-11-01,"HOUSING, WATER AND FUELS",46.1,CPIH
6475,1993-11-01,"Housing, water, electricity, gas and other fuels",56.6,CPI
6048,1993-11-01,CLOTHING AND FOOTWEAR,215.1,CPI
497,1993-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.7,CPIH
7756,1993-11-01,TRANSPORT,54.0,CPI
1778,1993-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.2,CPIH
8610,1993-11-01,RECREATION & CULTURE,92.2,CPI
7329,1993-11-01,HEALTH,55.4,CPI
3059,1993-11-01,COMMUNICATION,118.3,CPIH
5194,1993-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,59.9,CPI
9464,1993-11-01,"HOTELS, CAFES AND RESTAURANTS",49.7,CPI
70,1993-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.1,CPIH
1779,1993-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.5,CPIH
6903,1993-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.9,CPI
925,1993-12-01,CLOTHING AND FOOTWEAR,215.2,CPIH
71,1993-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.2,CPIH
9465,1993-12-01,"HOTELS, CAFES AND RESTAURANTS",49.8,CPI
498,1993-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.9,CPIH
8611,1993-12-01,RECREATION & CULTURE,92.3,CPI
9892,1993-12-01,MISCELLANEOUS GOODS AND SERVICES,61.9,CPI
5195,1993-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.1,CPI
1352,1993-12-01,"HOUSING, WATER AND FUELS",46.1,CPIH
2206,1993-12-01,HEALTH,55.6,CPIH
3060,1993-12-01,COMMUNICATION,118.1,CPIH
9038,1993-12-01,EDUCATION,21.9,CPI
5622,1993-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",40.8,CPI
6476,1993-12-01,"Housing, water, electricity, gas and other fuels",56.8,CPI
7757,1993-12-01,TRANSPORT,54.4,CPI
7330,1993-12-01,HEALTH,55.2,CPI
4341,1993-12-01,"HOTELS, CAFES AND RESTAURANTS",49.8,CPIH
4768,1993-12-01,MISCELLANEOUS GOODS AND SERVICES,61.1,CPIH
8184,1993-12-01,COMMUNICATION,116.9,CPI
6049,1993-12-01,CLOTHING AND FOOTWEAR,214.5,CPI
3487,1993-12-01,RECREATION & CULTURE,92.8,CPIH
3914,1993-12-01,EDUCATION,21.9,CPIH
2633,1993-12-01,TRANSPORT,54.6,CPIH
9893,1994-01-01,MISCELLANEOUS GOODS AND SERVICES,62.1,CPI
7331,1994-01-01,HEALTH,52.9,CPI
4342,1994-01-01,"HOTELS, CAFES AND RESTAURANTS",49.9,CPIH
2207,1994-01-01,HEALTH,53.2,CPIH
1353,1994-01-01,"HOUSING, WATER AND FUELS",46.1,CPIH
8185,1994-01-01,COMMUNICATION,113.9,CPI
3061,1994-01-01,COMMUNICATION,115.2,CPIH
2634,1994-01-01,TRANSPORT,55.0,CPIH
7758,1994-01-01,TRANSPORT,54.8,CPI
9039,1994-01-01,EDUCATION,22.0,CPI
9466,1994-01-01,"HOTELS, CAFES AND RESTAURANTS",49.9,CPI
3488,1994-01-01,RECREATION & CULTURE,92.6,CPIH
8612,1994-01-01,RECREATION & CULTURE,92.1,CPI
499,1994-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",41.8,CPIH
1780,1994-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.3,CPIH
72,1994-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.5,CPIH
6050,1994-01-01,CLOTHING AND FOOTWEAR,203.0,CPI
4769,1994-01-01,MISCELLANEOUS GOODS AND SERVICES,61.3,CPIH
6904,1994-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",80.7,CPI
6477,1994-01-01,"Housing, water, electricity, gas and other fuels",57.1,CPI
3915,1994-01-01,EDUCATION,22.0,CPIH
5623,1994-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",41.8,CPI
926,1994-01-01,CLOTHING AND FOOTWEAR,203.6,CPIH
5196,1994-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.4,CPI
9467,1994-02-01,"HOTELS, CAFES AND RESTAURANTS",50.0,CPI
3916,1994-02-01,EDUCATION,22.0,CPIH
7759,1994-02-01,TRANSPORT,55.2,CPI
500,1994-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPIH
6051,1994-02-01,CLOTHING AND FOOTWEAR,205.9,CPI
927,1994-02-01,CLOTHING AND FOOTWEAR,206.5,CPIH
5197,1994-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.7,CPI
8186,1994-02-01,COMMUNICATION,113.5,CPI
7332,1994-02-01,HEALTH,55.4,CPI
1781,1994-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.6,CPIH
3489,1994-02-01,RECREATION & CULTURE,92.7,CPIH
4770,1994-02-01,MISCELLANEOUS GOODS AND SERVICES,61.7,CPIH
9040,1994-02-01,EDUCATION,22.0,CPI
5624,1994-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",41.9,CPI
2635,1994-02-01,TRANSPORT,55.4,CPIH
6905,1994-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.0,CPI
73,1994-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,60.9,CPIH
4343,1994-02-01,"HOTELS, CAFES AND RESTAURANTS",50.0,CPIH
6478,1994-02-01,"Housing, water, electricity, gas and other fuels",57.2,CPI
9894,1994-02-01,MISCELLANEOUS GOODS AND SERVICES,62.5,CPI
2208,1994-02-01,HEALTH,55.8,CPIH
1354,1994-02-01,"HOUSING, WATER AND FUELS",46.0,CPIH
3062,1994-02-01,COMMUNICATION,114.8,CPIH
8613,1994-02-01,RECREATION & CULTURE,92.3,CPI
8614,1994-03-01,RECREATION & CULTURE,92.3,CPI
9895,1994-03-01,MISCELLANEOUS GOODS AND SERVICES,62.7,CPI
6906,1994-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.9,CPI
5625,1994-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",41.9,CPI
3490,1994-03-01,RECREATION & CULTURE,92.8,CPIH
7333,1994-03-01,HEALTH,53.0,CPI
74,1994-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.3,CPIH
5198,1994-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.1,CPI
4344,1994-03-01,"HOTELS, CAFES AND RESTAURANTS",50.1,CPIH
928,1994-03-01,CLOTHING AND FOOTWEAR,209.1,CPIH
7760,1994-03-01,TRANSPORT,55.5,CPI
2209,1994-03-01,HEALTH,53.4,CPIH
9468,1994-03-01,"HOTELS, CAFES AND RESTAURANTS",50.1,CPI
8187,1994-03-01,COMMUNICATION,111.3,CPI
4771,1994-03-01,MISCELLANEOUS GOODS AND SERVICES,61.9,CPIH
9041,1994-03-01,EDUCATION,22.0,CPI
2636,1994-03-01,TRANSPORT,55.7,CPIH
3063,1994-03-01,COMMUNICATION,112.6,CPIH
3917,1994-03-01,EDUCATION,22.0,CPIH
6479,1994-03-01,"Housing, water, electricity, gas and other fuels",57.2,CPI
6052,1994-03-01,CLOTHING AND FOOTWEAR,208.4,CPI
1355,1994-03-01,"HOUSING, WATER AND FUELS",46.0,CPIH
501,1994-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",41.9,CPIH
1782,1994-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.6,CPIH
8615,1994-04-01,RECREATION & CULTURE,92.7,CPI
2210,1994-04-01,HEALTH,53.9,CPIH
1783,1994-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.3,CPIH
929,1994-04-01,CLOTHING AND FOOTWEAR,209.1,CPIH
5199,1994-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.3,CPI
75,1994-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.5,CPIH
9042,1994-04-01,EDUCATION,22.1,CPI
502,1994-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPIH
8188,1994-04-01,COMMUNICATION,111.7,CPI
3918,1994-04-01,EDUCATION,22.1,CPIH
1356,1994-04-01,"HOUSING, WATER AND FUELS",48.4,CPIH
4345,1994-04-01,"HOTELS, CAFES AND RESTAURANTS",50.2,CPIH
3064,1994-04-01,COMMUNICATION,113.1,CPIH
9896,1994-04-01,MISCELLANEOUS GOODS AND SERVICES,62.6,CPI
6907,1994-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.6,CPI
3491,1994-04-01,RECREATION & CULTURE,93.1,CPIH
5626,1994-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPI
7334,1994-04-01,HEALTH,53.5,CPI
6053,1994-04-01,CLOTHING AND FOOTWEAR,208.4,CPI
7761,1994-04-01,TRANSPORT,55.7,CPI
6480,1994-04-01,"Housing, water, electricity, gas and other fuels",58.3,CPI
2637,1994-04-01,TRANSPORT,56.0,CPIH
4772,1994-04-01,MISCELLANEOUS GOODS AND SERVICES,61.7,CPIH
9469,1994-04-01,"HOTELS, CAFES AND RESTAURANTS",50.3,CPI
6054,1994-05-01,CLOTHING AND FOOTWEAR,208.4,CPI
9470,1994-05-01,"HOTELS, CAFES AND RESTAURANTS",50.4,CPI
4346,1994-05-01,"HOTELS, CAFES AND RESTAURANTS",50.3,CPIH
8189,1994-05-01,COMMUNICATION,111.8,CPI
503,1994-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.2,CPIH
4773,1994-05-01,MISCELLANEOUS GOODS AND SERVICES,61.8,CPIH
1357,1994-05-01,"HOUSING, WATER AND FUELS",48.3,CPIH
9897,1994-05-01,MISCELLANEOUS GOODS AND SERVICES,62.7,CPI
3065,1994-05-01,COMMUNICATION,113.1,CPIH
6481,1994-05-01,"Housing, water, electricity, gas and other fuels",58.2,CPI
6908,1994-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.8,CPI
3492,1994-05-01,RECREATION & CULTURE,93.3,CPIH
76,1994-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,62.0,CPIH
5627,1994-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPI
8616,1994-05-01,RECREATION & CULTURE,92.8,CPI
9043,1994-05-01,EDUCATION,22.1,CPI
7762,1994-05-01,TRANSPORT,55.9,CPI
930,1994-05-01,CLOTHING AND FOOTWEAR,209.1,CPIH
2638,1994-05-01,TRANSPORT,56.2,CPIH
7335,1994-05-01,HEALTH,56.4,CPI
2211,1994-05-01,HEALTH,56.8,CPIH
3919,1994-05-01,EDUCATION,22.1,CPIH
1784,1994-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.4,CPIH
5200,1994-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.8,CPI
9898,1994-06-01,MISCELLANEOUS GOODS AND SERVICES,62.8,CPI
6482,1994-06-01,"Housing, water, electricity, gas and other fuels",58.2,CPI
1785,1994-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.3,CPIH
5201,1994-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.8,CPI
3066,1994-06-01,COMMUNICATION,113.0,CPIH
7763,1994-06-01,TRANSPORT,56.0,CPI
2639,1994-06-01,TRANSPORT,56.2,CPIH
6909,1994-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.6,CPI
3493,1994-06-01,RECREATION & CULTURE,93.3,CPIH
8617,1994-06-01,RECREATION & CULTURE,92.8,CPI
9471,1994-06-01,"HOTELS, CAFES AND RESTAURANTS",50.6,CPI
1358,1994-06-01,"HOUSING, WATER AND FUELS",48.3,CPIH
931,1994-06-01,CLOTHING AND FOOTWEAR,208.7,CPIH
4774,1994-06-01,MISCELLANEOUS GOODS AND SERVICES,61.9,CPIH
7336,1994-06-01,HEALTH,54.3,CPI
504,1994-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPIH
4347,1994-06-01,"HOTELS, CAFES AND RESTAURANTS",50.6,CPIH
5628,1994-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPI
77,1994-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,62.0,CPIH
9044,1994-06-01,EDUCATION,22.2,CPI
8190,1994-06-01,COMMUNICATION,111.7,CPI
2212,1994-06-01,HEALTH,54.7,CPIH
6055,1994-06-01,CLOTHING AND FOOTWEAR,208.1,CPI
3920,1994-06-01,EDUCATION,22.2,CPIH
3921,1994-07-01,EDUCATION,22.2,CPIH
5629,1994-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPI
3494,1994-07-01,RECREATION & CULTURE,92.8,CPIH
4348,1994-07-01,"HOTELS, CAFES AND RESTAURANTS",50.8,CPIH
9899,1994-07-01,MISCELLANEOUS GOODS AND SERVICES,62.5,CPI
8618,1994-07-01,RECREATION & CULTURE,92.3,CPI
9472,1994-07-01,"HOTELS, CAFES AND RESTAURANTS",50.8,CPI
8191,1994-07-01,COMMUNICATION,111.2,CPI
6910,1994-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",80.0,CPI
6483,1994-07-01,"Housing, water, electricity, gas and other fuels",58.2,CPI
2213,1994-07-01,HEALTH,54.6,CPIH
4775,1994-07-01,MISCELLANEOUS GOODS AND SERVICES,61.7,CPIH
9045,1994-07-01,EDUCATION,22.2,CPI
7337,1994-07-01,HEALTH,54.2,CPI
932,1994-07-01,CLOTHING AND FOOTWEAR,199.7,CPIH
2640,1994-07-01,TRANSPORT,56.1,CPIH
5202,1994-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.4,CPI
1786,1994-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",80.6,CPIH
6056,1994-07-01,CLOTHING AND FOOTWEAR,199.2,CPI
505,1994-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPIH
1359,1994-07-01,"HOUSING, WATER AND FUELS",48.4,CPIH
3067,1994-07-01,COMMUNICATION,112.6,CPIH
78,1994-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.6,CPIH
7764,1994-07-01,TRANSPORT,55.9,CPI
7765,1994-08-01,TRANSPORT,56.1,CPI
9473,1994-08-01,"HOTELS, CAFES AND RESTAURANTS",51.0,CPI
2214,1994-08-01,HEALTH,56.7,CPIH
79,1994-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.8,CPIH
9046,1994-08-01,EDUCATION,22.2,CPI
5630,1994-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPI
3495,1994-08-01,RECREATION & CULTURE,93.1,CPIH
3068,1994-08-01,COMMUNICATION,112.6,CPIH
4349,1994-08-01,"HOTELS, CAFES AND RESTAURANTS",51.0,CPIH
2641,1994-08-01,TRANSPORT,56.4,CPIH
933,1994-08-01,CLOTHING AND FOOTWEAR,204.3,CPIH
6057,1994-08-01,CLOTHING AND FOOTWEAR,203.7,CPI
9900,1994-08-01,MISCELLANEOUS GOODS AND SERVICES,62.9,CPI
8619,1994-08-01,RECREATION & CULTURE,92.6,CPI
1360,1994-08-01,"HOUSING, WATER AND FUELS",48.4,CPIH
8192,1994-08-01,COMMUNICATION,111.3,CPI
7338,1994-08-01,HEALTH,56.3,CPI
1787,1994-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.8,CPIH
506,1994-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPIH
4776,1994-08-01,MISCELLANEOUS GOODS AND SERVICES,62.0,CPIH
6484,1994-08-01,"Housing, water, electricity, gas and other fuels",58.5,CPI
5203,1994-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.6,CPI
3922,1994-08-01,EDUCATION,22.2,CPIH
6911,1994-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.2,CPI
507,1994-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.2,CPIH
80,1994-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.2,CPIH
8620,1994-09-01,RECREATION & CULTURE,92.7,CPI
4777,1994-09-01,MISCELLANEOUS GOODS AND SERVICES,62.1,CPIH
4350,1994-09-01,"HOTELS, CAFES AND RESTAURANTS",51.1,CPIH
1788,1994-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.1,CPIH
5204,1994-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,61.0,CPI
6058,1994-09-01,CLOTHING AND FOOTWEAR,209.5,CPI
2215,1994-09-01,HEALTH,56.4,CPIH
3496,1994-09-01,RECREATION & CULTURE,93.2,CPIH
1361,1994-09-01,"HOUSING, WATER AND FUELS",48.4,CPIH
6485,1994-09-01,"Housing, water, electricity, gas and other fuels",58.6,CPI
934,1994-09-01,CLOTHING AND FOOTWEAR,210.2,CPIH
7339,1994-09-01,HEALTH,56.0,CPI
5631,1994-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.1,CPI
3923,1994-09-01,EDUCATION,23.1,CPIH
9901,1994-09-01,MISCELLANEOUS GOODS AND SERVICES,62.9,CPI
9047,1994-09-01,EDUCATION,23.1,CPI
6912,1994-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.5,CPI
7766,1994-09-01,TRANSPORT,56.0,CPI
9474,1994-09-01,"HOTELS, CAFES AND RESTAURANTS",51.2,CPI
2642,1994-09-01,TRANSPORT,56.3,CPIH
3069,1994-09-01,COMMUNICATION,112.0,CPIH
8193,1994-09-01,COMMUNICATION,110.6,CPI
8621,1994-10-01,RECREATION & CULTURE,93.0,CPI
2643,1994-10-01,TRANSPORT,55.9,CPIH
2216,1994-10-01,HEALTH,55.0,CPIH
9048,1994-10-01,EDUCATION,23.1,CPI
7767,1994-10-01,TRANSPORT,55.7,CPI
4351,1994-10-01,"HOTELS, CAFES AND RESTAURANTS",51.3,CPIH
1789,1994-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.0,CPIH
3924,1994-10-01,EDUCATION,23.1,CPIH
6913,1994-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",81.4,CPI
935,1994-10-01,CLOTHING AND FOOTWEAR,209.8,CPIH
5632,1994-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",42.0,CPI
9902,1994-10-01,MISCELLANEOUS GOODS AND SERVICES,63.0,CPI
6486,1994-10-01,"Housing, water, electricity, gas and other fuels",58.5,CPI
9475,1994-10-01,"HOTELS, CAFES AND RESTAURANTS",51.3,CPI
3070,1994-10-01,COMMUNICATION,109.6,CPIH
